Date;Nuclear;Lignite;Coal;Gas;Other Fossil;Hydro;Wind;Solar;Biomass;Other Renewables;Total CO2 Emissions;CO2 Intensity;Missing Data;Missing Data Line
17/06 02:00 UTC;0;10245.6642;1431.7255;2820.2664;1930.6419;14.586799999999998;281.2674;0.8908;208.5983;3.2878;16936.9291;527.3062;0;0
17/06 03:00 UTC;0;10618.3763;1528.6767;3539.5016;1842.5193;15.6809;289.3789;38.4661;214.5669;3.2878;18090.4545;516.182;0;0
17/06 04:00 UTC;0;10717.2387;1666.3718;3768.9175;1595.8303;28.483399999999996;279.1917;211.7408;227.678;3.2878;18498.74;449.1335;0;0
17/06 05:00 UTC;0;10756.4149;1749.6693;3953.2336;1671.9592000000002;30.977400000000003;250.9282;527.9314;234.2487;3.2878;19178.6505;413.3925;0;0
17/06 06:00 UTC;0;11126.866;1844.1698;3675.0705;1771.5492;24.461100000000002;220.6885;984.8993;230.9931;3.2878;19881.9853;391.5805;0;0
17/06 07:00 UTC;0;10315.1006;1597.9483;3261.4812;1785.9207999999999;14.5184;230.42790000000002;1493.9836;218.6533;3.2878;18921.321900000003;348.3055;0;0
17/06 08:00 UTC;0;7542.4697;1327.415;2254.2504;1776.0768;11.334200000000001;282.9967;1934.1456;207.6446;3.2878;15339.620800000002;270.9583;0;0
17/06 09:00 UTC;0;6217.5452;1193.0976;1922.886;1704.3925;11.1124;330.2514;2214.0062;202.6913;3.2878;13799.270400000001;230.3653;0;0
17/06 10:00 UTC;0;6088.6979;1063.3733;1775.4525;1634.0562;10.5071;366.49839999999995;2311.5848;200.3267;3.2878;13453.7847;218.5052;0;0
17/06 11:00 UTC;0;6092.3605;1024.4538;1730.3527;1570.395;10.5234;387.7987;2332.1608;199.5108;3.2878;13350.843499999999;214.37;0;0
17/06 12:00 UTC;0;6108.2151;1051.5589;1680.9366;1526.0387;10.4022;402.16139999999996;2242.7509;200.3557;3.2878;13225.707300000002;216.0024;0;0
17/06 13:00 UTC;0;6533.9667;1139.3485;1661.5474;1388.588;10.9377;379.6662;2051.8914;201.7165;3.2878;13370.9502;229.3531;0;0
17/06 14:00 UTC;0;8439.0979;1619.0673;1927.2134;1419.0713;11.0248;359.42170000000004;1720.4507;206.7062;3.2878;15705.341100000001;282.4093;0;0
17/06 15:00 UTC;0;10979.5694;2426.8159;2306.664;1465.156;13.813899999999999;320.10609999999997;1301.2647;215.5472;3.2878;19032.225;359.6167;0;0
17/06 16:00 UTC;0;12434.6399;3126.3168;4215.2855;1528.9628;19.8407;260.6979;838.5211;227.4551;3.2878;22655.007600000004;437.4944;0;0
17/06 17:00 UTC;0;12749.8211;3606.7259;5446.1418;1562.1851;25.7421;190.1402;432.5344;238.7217;3.2878;24255.3001;499.138;0;0
17/06 18:00 UTC;0;12876.071;3761.0405;5645.7162;1591.0881;30.3017;150.0386;145.3772;241.0633;0;24440.6966;543.5212;0;0
17/06 19:00 UTC;0;13087.0669;3790.261;5678.0209;1561.4913000000001;31.541;121.5676;14.2414;239.2633;0;24523.4534;573.0483;0;0
17/06 20:00 UTC;0;12922.7142;3556.347;5550.3158;1478.1429;29.587;101.9657;1.1412;230.9342;0;23871.148;584.78;0;0
17/06 21:00 UTC;0;12841.6837;3222.2497;5411.9904;1483.4846;22.625;91.1139;0.4074;221.5513;0;23295.105999999996;611.9704;0;0
17/06 22:00 UTC;0;12844.6177;2933.768;5289.4797;1803.9802;17.461399999999998;93.6757;0.2878;212.6453;3.2878;23199.2036;636.6148;0;0
17/06 23:00 UTC;0;12847.1373;2934.4855;5129.6949;1783.8639;14.4709;91.8282;0.3032;209.6909;3.2878;23014.7626;651.8472;0;0
